wiki_form|generated_match|lcs_match|match_desinence_idx|lcs_infl_class|oes_lemma|match_code
а́вгуст|август|avъgustъ|1|masc_o|Nbавъгустъ|1
а́вгусты|августы|avъgusty|16|masc_o|Nbавъгустъ|1
а́вгуста|августа|avъgusta|3|masc_o|Nbавъгустъ|1
а́вгустов|августов|avъgustovъ|17|masc_o|Nbавъгустъ|1
а́вгусту|августу|avъgustu|4|masc_o|Nbавъгустъ|1
а́вгустам|августам|avъgustamъ|18|masc_o|Nbавъгустъ|1
а́вгустом|августом|avъgustOmь|6|masc_o|Nbавъгустъ|1
а́вгустами|августами|avъgustami|20|masc_o|Nbавъгустъ|1
а́вгусте|августе|avъgustě|5|masc_o|Nbавъгустъ|1
а́вгустах|августах|avъgustaxъ|19|masc_o|Nbавъгустъ|1
а́гнец|агнец|agnьkь|1|masc_o_PV3|Nbагньць|1
а́гнцы|агнцы|agnьki|5|masc_o_PV3|Nbагньць|1
а́гнца|агнца|agnьka|3|masc_o_PV3|Nbагньць|1
а́гнцев|агнцев|agnьkevъ|17|masc_o_PV3|Nbагньць|1
а́гнцу|агнцу|agnьku|4|masc_o_PV3|Nbагньць|1
а́гнцам|агнцам|agnьkamъ|18|masc_o_PV3|Nbагньць|1
а́гнцем|агнцем|agnьkEmь|6|masc_o_PV3|Nbагньць|1
а́гнцами|агнцами|agnьkami|20|masc_o_PV3|Nbагньць|1
а́гнце|агнце|agnьkę̌|16|masc_o_PV3|Nbагньць|1
а́гнцах|агнцах|agnьkaxъ|19|masc_o_PV3|Nbагньць|1
а́дов|адов|adovъ|7|adj_hard|A-адовъ|1
а́дово|адово|adovo|49|adj_hard|A-адовъ|1
а́дова|адова|adova|8|adj_hard|A-адовъ|1
а́довы|адовы|adovy|21|adj_hard|A-адовъ|1
а́довой|адовой|adovъjь|1|adj_hard|A-адовъ|1
а́довых|адовых|adovyxъ|17|adj_hard|A-адовъ|1
а́дову|адову|adovu|10|adj_hard|A-адовъ|1
а́довым|адовым|adovymь|6|adj_hard|A-адовъ|1
а́довою|адовою|adovojǫ|27|adj_hard|A-адовъ|1
а́довыми|адовыми|adovymi|20|adj_hard|A-адовъ|1
а́довом|адовом|adovomь|5|adj_hard|A-адовъ|1
а́збука||||fem_uu|Nbазъбука|0
а́збуки|азбуки|azъbuky|22|fem_uu|Nbазъбука|1
а́збук||||fem_uu|Nbазъбука|0
а́збуке||||fem_uu|Nbазъбука|0
а́збукам||||fem_uu|Nbазъбука|0
а́збуку||||fem_uu|Nbазъбука|0
а́збукой||||fem_uu|Nbазъбука|0
а́збукою||||fem_uu|Nbазъбука|0
а́збуками||||fem_uu|Nbазъбука|0
а́збуках||||fem_uu|Nbазъбука|0
алка́ние||||nt_jo|Nbалъкание|0
алка́ния||||nt_jo|Nbалъкание|0
алка́ний||||nt_jo|Nbалъкание|0
алка́нию||||nt_jo|Nbалъкание|0
алка́ниям||||nt_jo|Nbалъкание|0
алка́нием||||nt_jo|Nbалъкание|0
алка́ниями||||nt_jo|Nbалъкание|0
алка́нии||||nt_jo|Nbалъкание|0
алка́ниях||||nt_jo|Nbалъкание|0
алка́ю|алкаю|alъkajǫ|1|54|V-алъкати#2|1
алка́ем|алкаем|alъkajemъ|7|54|V-алъкати#2|1
алка́ешь|алкаешь|alъkaješь|2|54|V-алъкати#2|1
алка́ете|алкаете|alъkajete|6|54|V-алъкати#2|1
алка́ет|алкает|alъkajetQ|3|54|V-алъкати#2|1
алка́ют|алкают|alъkajǫtQ|9|54|V-алъкати#2|1
алка́л|алкал|alъkalъ|40|54|V-алъкати#2|1
алка́ли|алкали|alъkali|148|54|V-алъкати#2|1
алка́ла|алкала|alъkala|146|54|V-алъкати#2|1
алка́ло|алкало|alъkalo|147|54|V-алъкати#2|1
алка́й||||54|V-алъкати#2|0
алка́йте||||54|V-алъкати#2|0
алка́ющий|алкающий|alъkajǫћьjь|145|54|V-алъкати#2|1
алка́вший|алкавший|alъkavъšьjь|150|54|V-алъкати#2|1
алка́емый|алкаемый|alъkajemъjь|152|54|V-алъкати#2|1
алка́я|алкая|alъkaję|37|54|V-алъкати#2|1
алка́в|алкав|alъkavъ|39|54|V-алъкати#2|1
алка́вши|алкавши|alъkavъši|149|54|V-алъкати#2|1
алкать|алкать|alъkati|43|54|V-алъкати#2|1
а́лчу|алчу|alъčǫ|1|52|V-алъкати|1
а́лчем|алчем|alъčemъ|7|52|V-алъкати|1
а́лчешь|алчешь|alъčešь|2|52|V-алъкати|1
а́лчете|алчете|alъčete|6|52|V-алъкати|1
а́лчет|алчет|alъčetQ|3|52|V-алъкати|1
а́лчут|алчут|alъčǫtQ|9|52|V-алъкати|1
алка́л|алкал|alъkalъ|40|52|V-алъкати|1
алка́ли|алкали|alъkali|148|52|V-алъкати|1
алка́ла|алкала|alъkala|146|52|V-алъкати|1
алка́ло|алкало|alъkalo|147|52|V-алъкати|1
а́лчь||||52|V-алъкати|0
а́лчьте||||52|V-алъкати|0
а́лчущий|алчущий|alъčǫћьjь|145|52|V-алъкати|1
алка́вший|алкавший|alъkavъšьjь|150|52|V-алъкати|1
а́лчемый|алчемый|alъčemъjь|152|52|V-алъкати|1
а́лча|алча|alъčę|37|52|V-алъкати|1
алка́в|алкав|alъkavъ|39|52|V-алъкати|1
алка́вши|алкавши|alъkavъši|149|52|V-алъкати|1
алкать|алкать|alъkati|43|52|V-алъкати|1
алта́рь|алтарь|alъtaŕь|1|masc_jo|Nbолтарь|1
алтари́|алтари|alъtaŕi|5|masc_jo|Nbолтарь|1
алтаря́|алтаря|alъtaŕǢ|3|masc_jo|Nbолтарь|1
алтаре́й|алтарей|alъtaŕьjъ|17|masc_jo|Nbолтарь|1
алтарю́|алтарю|alъtaŕu|4|masc_jo|Nbолтарь|1
алтаря́м|алтарям|alъtaŕǢmъ|18|masc_jo|Nbолтарь|1
алтарём|алтарем|alъtaŕEmь|6|masc_jo|Nbолтарь|1
алтаря́ми|алтарями|alъtaŕǢmi|20|masc_jo|Nbолтарь|1
алтаре́|алтаре|alъtaŕę̌|16|masc_jo|Nbолтарь|1
алтаря́х|алтарях|alъtaŕǢxъ|19|masc_jo|Nbолтарь|1
а́лчный||||adj_hard|A-алъчьныи|0
а́лчное||||adj_hard|A-алъчьныи|0
а́лчная||||adj_hard|A-алъчьныи|0
а́лчные||||adj_hard|A-алъчьныи|0
а́лчного||||adj_hard|A-алъчьныи|0
а́лчной||||adj_hard|A-алъчьныи|0
а́лчных||||adj_hard|A-алъчьныи|0
а́лчному||||adj_hard|A-алъчьныи|0
а́лчным||||adj_hard|A-алъчьныи|0
а́лчную||||adj_hard|A-алъчьныи|0
а́лчною||||adj_hard|A-алъчьныи|0
а́лчными||||adj_hard|A-алъчьныи|0
а́лчном||||adj_hard|A-алъчьныи|0
а́лчен|алчен|alъčьnъ|7|adj_hard|A-алъчьныи|1
а́лчно||||adj_hard|A-алъчьныи|0
а́лчна||||adj_hard|A-алъчьныи|0
а́лчны||||adj_hard|A-алъчьныи|0
а́нгельский||||adj_hard|A-ангельскыи|0
а́нгельское|ангельское|anǵelьskoje|43|adj_hard|A-ангельскыи|1
а́нгельская|ангельская|anǵelьskajǢ|22|adj_hard|A-ангельскыи|1
а́нгельские|ангельские|anǵelьskyję̌|15|adj_hard|A-ангельскыи|1
а́нгельского|ангельского|anǵelьskogo|3|adj_hard|A-ангельскыи|1
а́нгельской|ангельской|anǵelьskъjь|1|adj_hard|A-ангельскыи|1
а́нгельских|ангельских|anǵelьskyxъ|17|adj_hard|A-ангельскыи|1
а́нгельскому|ангельскому|anǵelьskomu|4|adj_hard|A-ангельскыи|1
а́нгельским|ангельским|anǵelьskymь|6|adj_hard|A-ангельскыи|1
а́нгельскую|ангельскую|anǵelьskǫjǫ|23|adj_hard|A-ангельскыи|1
а́нгельскою|ангельскою|anǵelьskojǫ|27|adj_hard|A-ангельскыи|1
а́нгельскими|ангельскими|anǵelьskymi|20|adj_hard|A-ангельскыи|1
а́нгельском|ангельском|anǵelьskomь|5|adj_hard|A-ангельскыи|1
апо́стольский||||adj_hard|A-апостольскыи|0
апо́стольское|апостольское|apostolьskoje|43|adj_hard|A-апостольскыи|1
апо́стольская|апостольская|apostolьskajǢ|22|adj_hard|A-апостольскыи|1
апо́стольские|апостольские|apostolьskyję̌|15|adj_hard|A-апостольскыи|1
апо́стольского|апостольского|apostolьskogo|3|adj_hard|A-апостольскыи|1
апо́стольской|апостольской|apostolьskъjь|1|adj_hard|A-апостольскыи|1
апо́стольских|апостольских|apostolьskyxъ|17|adj_hard|A-апостольскыи|1
апо́стольскому|апостольскому|apostolьskomu|4|adj_hard|A-апостольскыи|1
апо́стольским|апостольским|apostolьskymь|6|adj_hard|A-апостольскыи|1
апо́стольскую|апостольскую|apostolьskǫjǫ|23|adj_hard|A-апостольскыи|1
апо́стольскою|апостольскою|apostolьskojǫ|27|adj_hard|A-апостольскыи|1
апо́стольскими|апостольскими|apostolьskymi|20|adj_hard|A-апостольскыи|1
апо́стольском|апостольском|apostolьskomь|5|adj_hard|A-апостольскыи|1
бде́ние||||nt_jo|Nbбъдѣние|0
бде́ния||||nt_jo|Nbбъдѣние|0
бде́ний||||nt_jo|Nbбъдѣние|0
бде́нию||||nt_jo|Nbбъдѣние|0
бде́ниям||||nt_jo|Nbбъдѣние|0
бде́нием||||nt_jo|Nbбъдѣние|0
бде́ниями||||nt_jo|Nbбъдѣние|0
бде́нии||||nt_jo|Nbбъдѣние|0
бде́ниях||||nt_jo|Nbбъдѣние|0
бжу́|бжу|bъђǫ|1|31|V-бъдѣти|1
бди́м|бдим|bъdimъ|7|31|V-бъдѣти|1
бди́шь|бдишь|bъdišь|2|31|V-бъдѣти|1
бди́те|бдите|bъdite|6|31|V-бъдѣти|1
бди́т|бдит|bъditQ|3|31|V-бъдѣти|1
бдя́т|бдят|bъdętQ|9|31|V-бъдѣти|1
бде́л|бдел|bъdělъ|40|31|V-бъдѣти|1
бде́ли|бдели|bъděli|148|31|V-бъдѣти|1
бде́ла|бдела|bъděla|146|31|V-бъдѣти|1
бде́ло|бдело|bъdělo|147|31|V-бъдѣти|1
бди́|бди|bъdi|29|31|V-бъдѣти|1
бдя́щий|бдящий|bъdęћьjь|145|31|V-бъдѣти|1
бде́вший|бдевший|bъděvъšьjь|150|31|V-бъдѣти|1
бдя́|бдя|bъdę|36|31|V-бъдѣти|1
бде́в|бдев|bъděvъ|39|31|V-бъдѣти|1
бде́вши|бдевши|bъděvъši|149|31|V-бъдѣти|1
бдеть|бдеть|bъděti|43|31|V-бъдѣти|1
бе́дный||||adj_hard|A-бѣдьныи|0
бе́дное|бедное|bědьnoje|43|adj_hard|A-бѣдьныи|1
бе́дная|бедная|bědьnajǢ|22|adj_hard|A-бѣдьныи|1
бе́дные|бедные|bědьnyję̌|15|adj_hard|A-бѣдьныи|1
бе́дного|бедного|bědьnogo|3|adj_hard|A-бѣдьныи|1
бе́дной|бедной|bědьnъjь|1|adj_hard|A-бѣдьныи|1
бе́дных|бедных|bědьnyxъ|17|adj_hard|A-бѣдьныи|1
бе́дному|бедному|bědьnomu|4|adj_hard|A-бѣдьныи|1
бе́дным|бедным|bědьnymь|6|adj_hard|A-бѣдьныи|1
бе́дную|бедную|bědьnǫjǫ|23|adj_hard|A-бѣдьныи|1
бе́дною|бедною|bědьnojǫ|27|adj_hard|A-бѣдьныи|1
бе́дными|бедными|bědьnymi|20|adj_hard|A-бѣдьныи|1
бе́дном|бедном|bědьnomь|5|adj_hard|A-бѣдьныи|1
бе́ден|беден|bědьnъ|7|adj_hard|A-бѣдьныи|1
бе́дно|бедно|bědьno|49|adj_hard|A-бѣдьныи|1
бедна́|бедна|bědьna|8|adj_hard|A-бѣдьныи|1
бе́дны́|бедны|bědьny|21|adj_hard|A-бѣдьныи|1
безбо́жный||||adj_hard|A-безбожьныи|0
безбо́жное|безбожное|bezbožьnoje|43|adj_hard|A-безбожьныи|1
безбо́жная|безбожная|bezbožьnajǢ|22|adj_hard|A-безбожьныи|1
безбо́жные|безбожные|bezbožьnyję̌|15|adj_hard|A-безбожьныи|1
безбо́жного|безбожного|bezbožьnogo|3|adj_hard|A-безбожьныи|1
безбо́жной|безбожной|bezbožьnъjь|1|adj_hard|A-безбожьныи|1
безбо́жных|безбожных|bezbožьnyxъ|17|adj_hard|A-безбожьныи|1
безбо́жному|безбожному|bezbožьnomu|4|adj_hard|A-безбожьныи|1
безбо́жным|безбожным|bezbožьnymь|6|adj_hard|A-безбожьныи|1
безбо́жную|безбожную|bezbožьnǫjǫ|23|adj_hard|A-безбожьныи|1
безбо́жною|безбожною|bezbožьnojǫ|27|adj_hard|A-безбожьныи|1
безбо́жными|безбожными|bezbožьnymi|20|adj_hard|A-безбожьныи|1
безбо́жном|безбожном|bezbožьnomь|5|adj_hard|A-безбожьныи|1
безбо́жен|безбожен|bezbožьnъ|7|adj_hard|A-безбожьныи|1
безбо́жно|безбожно|bezbožьno|49|adj_hard|A-безбожьныи|1
безбо́жна|безбожна|bezbožьna|8|adj_hard|A-безбожьныи|1
безбо́жны|безбожны|bezbožьny|21|adj_hard|A-безбожьныи|1
безве́рный||||adj_hard|A-безвѣрьныи|0
безве́рное|безверное|bezvěrьnoje|43|adj_hard|A-безвѣрьныи|1
безве́рная|безверная|bezvěrьnajǢ|22|adj_hard|A-безвѣрьныи|1
безве́рные|безверные|bezvěrьnyję̌|15|adj_hard|A-безвѣрьныи|1
безве́рного|безверного|bezvěrьnogo|3|adj_hard|A-безвѣрьныи|1
безве́рной|безверной|bezvěrьnъjь|1|adj_hard|A-безвѣрьныи|1
безве́рных|безверных|bezvěrьnyxъ|17|adj_hard|A-безвѣрьныи|1
безве́рному|безверному|bezvěrьnomu|4|adj_hard|A-безвѣрьныи|1
безве́рным|безверным|bezvěrьnymь|6|adj_hard|A-безвѣрьныи|1
безве́рную|безверную|bezvěrьnǫjǫ|23|adj_hard|A-безвѣрьныи|1
безве́рною|безверною|bezvěrьnojǫ|27|adj_hard|A-безвѣрьныи|1
безве́рными|безверными|bezvěrьnymi|20|adj_hard|A-безвѣрьныи|1
безве́рном|безверном|bezvěrьnomь|5|adj_hard|A-безвѣрьныи|1
безве́рен|безверен|bezvěrьnъ|7|adj_hard|A-безвѣрьныи|1
безве́рно|безверно|bezvěrьno|49|adj_hard|A-безвѣрьныи|1
безве́рна|безверна|bezvěrьna|8|adj_hard|A-безвѣрьныи|1
безве́рны|безверны|bezvěrьny|21|adj_hard|A-безвѣрьныи|1
безгре́шный||||adj_hard|A-безгрѣшьныи|0
безгре́шное|безгрешное|bezgrěšьnoje|43|adj_hard|A-безгрѣшьныи|1
безгре́шная|безгрешная|bezgrěšьnajǢ|22|adj_hard|A-безгрѣшьныи|1
безгре́шные|безгрешные|bezgrěšьnyję̌|15|adj_hard|A-безгрѣшьныи|1
безгре́шного|безгрешного|bezgrěšьnogo|3|adj_hard|A-безгрѣшьныи|1
безгре́шной|безгрешной|bezgrěšьnъjь|1|adj_hard|A-безгрѣшьныи|1
безгре́шных|безгрешных|bezgrěšьnyxъ|17|adj_hard|A-безгрѣшьныи|1
безгре́шному|безгрешному|bezgrěšьnomu|4|adj_hard|A-безгрѣшьныи|1
безгре́шным|безгрешным|bezgrěšьnymь|6|adj_hard|A-безгрѣшьныи|1
безгре́шную|безгрешную|bezgrěšьnǫjǫ|23|adj_hard|A-безгрѣшьныи|1
безгре́шною|безгрешною|bezgrěšьnojǫ|27|adj_hard|A-безгрѣшьныи|1
безгре́шными|безгрешными|bezgrěšьnymi|20|adj_hard|A-безгрѣшьныи|1
безгре́шном|безгрешном|bezgrěšьnomь|5|adj_hard|A-безгрѣшьныи|1
безгре́шен|безгрешен|bezgrěšьnъ|7|adj_hard|A-безгрѣшьныи|1
безгре́шно|безгрешно|bezgrěšьno|49|adj_hard|A-безгрѣшьныи|1
безгре́шна|безгрешна|bezgrěšьna|8|adj_hard|A-безгрѣшьныи|1
безгре́шны|безгрешны|bezgrěšьny|21|adj_hard|A-безгрѣшьныи|1
бездельный|||||A-бездѣльныи|0
беззако́нник|беззаконник|bezakonьnikъ|1|masc_o|Nbбезаконьникъ|1
беззако́нники|беззаконники|bezakonьniki|15|masc_o|Nbбезаконьникъ|1
беззако́нника|беззаконника|bezakonьnika|3|masc_o|Nbбезаконьникъ|1
беззако́нников|беззаконников|bezakonьnikovъ|17|masc_o|Nbбезаконьникъ|1
беззако́ннику|беззаконнику|bezakonьniku|4|masc_o|Nbбезаконьникъ|1
беззако́нникам|беззаконникам|bezakonьnikamъ|18|masc_o|Nbбезаконьникъ|1
беззако́нником|беззаконником|bezakonьnikOmь|6|masc_o|Nbбезаконьникъ|1
беззако́нниками|беззаконниками|bezakonьnikami|20|masc_o|Nbбезаконьникъ|1
беззако́ннике|беззаконнике|bezakonьnikě|5|masc_o|Nbбезаконьникъ|1
беззако́нниках|беззаконниках|bezakonьnikaxъ|19|masc_o|Nbбезаконьникъ|1
беззако́ние||||nt_jo|Nbбезаконие|0
беззако́ния||||nt_jo|Nbбезаконие|0
беззако́ний||||nt_jo|Nbбезаконие|0
беззако́нию||||nt_jo|Nbбезаконие|0
беззако́ниям||||nt_jo|Nbбезаконие|0
беззако́нием||||nt_jo|Nbбезаконие|0
беззако́ниями||||nt_jo|Nbбезаконие|0
беззако́нии||||nt_jo|Nbбезаконие|0
беззако́ниях||||nt_jo|Nbбезаконие|0
беззако́нный||||adj_hard|A-безаконьныи|0
беззако́нное|беззаконное|bezakonьnoje|43|adj_hard|A-безаконьныи|1
беззако́нная|беззаконная|bezakonьnajǢ|22|adj_hard|A-безаконьныи|1
беззако́нные|беззаконные|bezakonьnyję̌|15|adj_hard|A-безаконьныи|1
беззако́нного|беззаконного|bezakonьnogo|3|adj_hard|A-безаконьныи|1
беззако́нной|беззаконной|bezakonьnъjь|1|adj_hard|A-безаконьныи|1
беззако́нных|беззаконных|bezakonьnyxъ|17|adj_hard|A-безаконьныи|1
беззако́нному|беззаконному|bezakonьnomu|4|adj_hard|A-безаконьныи|1
беззако́нным|беззаконным|bezakonьnymь|6|adj_hard|A-безаконьныи|1
беззако́нную|беззаконную|bezakonьnǫjǫ|23|adj_hard|A-безаконьныи|1
беззако́нною|беззаконною|bezakonьnojǫ|27|adj_hard|A-безаконьныи|1
беззако́нными|беззаконными|bezakonьnymi|20|adj_hard|A-безаконьныи|1
беззако́нном|беззаконном|bezakonьnomь|5|adj_hard|A-безаконьныи|1
бе́здна|бездна|bezdъna|22|fem_a|Nbбездъна|1
бе́здны|бездны|bezdъny|24|fem_a|Nbбездъна|1
бездн||||fem_a|Nbбездъна|0
бе́здне|бездне|bezdъně|25|fem_a|Nbбездъна|1
бе́зднам|безднам|bezdъnamъ|39|fem_a|Nbбездъна|1
бе́здну|бездну|bezdъnǫ|23|fem_a|Nbбездъна|1
бе́здной|бездной|bezdъnojǫ|27|fem_a|Nbбездъна|1
бе́здною|бездною|bezdъnojǫ|27|fem_a|Nbбездъна|1
бе́зднами|безднами|bezdъnami|41|fem_a|Nbбездъна|1
бе́зднах|безднах|bezdъnaxъ|40|fem_a|Nbбездъна|1
безнача́льный||||adj_hard|A-безначальныи|0
безнача́льное|безначальное|beznačęlьnoje|43|adj_hard|A-безначальныи|1
безнача́льная|безначальная|beznačęlьnajǢ|22|adj_hard|A-безначальныи|1
безнача́льные|безначальные|beznačęlьnyję̌|15|adj_hard|A-безначальныи|1
безнача́льного|безначального|beznačęlьnogo|3|adj_hard|A-безначальныи|1
безнача́льной|безначальной|beznačęlьnъjь|1|adj_hard|A-безначальныи|1
безнача́льных|безначальных|beznačęlьnyxъ|17|adj_hard|A-безначальныи|1
безнача́льному|безначальному|beznačęlьnomu|4|adj_hard|A-безначальныи|1
безнача́льным|безначальным|beznačęlьnymь|6|adj_hard|A-безначальныи|1
безнача́льную|безначальную|beznačęlьnǫjǫ|23|adj_hard|A-безначальныи|1
безнача́льною|безначальною|beznačęlьnojǫ|27|adj_hard|A-безначальныи|1
безнача́льными|безначальными|beznačęlьnymi|20|adj_hard|A-безначальныи|1
безнача́льном|безначальном|beznačęlьnomь|5|adj_hard|A-безначальныи|1
безнача́лен|безначален|beznačęlьnъ|7|adj_hard|A-безначальныи|1
безнача́льно|безначально|beznačęlьno|49|adj_hard|A-безначальныи|1
безнача́льна|безначальна|beznačęlьna|8|adj_hard|A-безначальныи|1
безнача́льны|безначальны|beznačęlьny|21|adj_hard|A-безначальныи|1
безу́мие||||nt_jo|Nbбезумие|0
безу́мия||||nt_jo|Nbбезумие|0
безу́мий||||nt_jo|Nbбезумие|0
безу́мию||||nt_jo|Nbбезумие|0
безу́миям||||nt_jo|Nbбезумие|0
безу́мием||||nt_jo|Nbбезумие|0
безу́миями||||nt_jo|Nbбезумие|0
безу́мии||||nt_jo|Nbбезумие|0
безу́миях||||nt_jo|Nbбезумие|0
безу́мный||||adj_hard|A-безумьныи|0
безу́мное|безумное|bezumьnoje|43|adj_hard|A-безумьныи|1
безу́мная|безумная|bezumьnajǢ|22|adj_hard|A-безумьныи|1
безу́мные|безумные|bezumьnyję̌|15|adj_hard|A-безумьныи|1
безу́много|безумного|bezumьnogo|3|adj_hard|A-безумьныи|1
безу́мной|безумной|bezumьnъjь|1|adj_hard|A-безумьныи|1
безу́мных|безумных|bezumьnyxъ|17|adj_hard|A-безумьныи|1
безу́мному|безумному|bezumьnomu|4|adj_hard|A-безумьныи|1
безу́мным|безумным|bezumьnymь|6|adj_hard|A-безумьныи|1
безу́мную|безумную|bezumьnǫjǫ|23|adj_hard|A-безумьныи|1
безу́мною|безумною|bezumьnojǫ|27|adj_hard|A-безумьныи|1
безу́мными|безумными|bezumьnymi|20|adj_hard|A-безумьныи|1
безу́мном|безумном|bezumьnomь|5|adj_hard|A-безумьныи|1
безу́мен|безумен|bezumьnъ|7|adj_hard|A-безумьныи|1
безу́мно|безумно|bezumьno|49|adj_hard|A-безумьныи|1
безу́мна|безумна|bezumьna|8|adj_hard|A-безумьныи|1
безу́мны|безумны|bezumьny|21|adj_hard|A-безумьныи|1
бе́лка|белка|bělъka|22|fem_a|Nbбѣлъка|1
бе́лки|белки|bělъky|24|fem_a|Nbбѣлъка|1
бе́лок|белок|bělъkъ|38|fem_a|Nbбѣлъка|1
бе́лке|белке|bělъkě|25|fem_a|Nbбѣлъка|1
бе́лкам|белкам|bělъkamъ|39|fem_a|Nbбѣлъка|1
бе́лку|белку|bělъkǫ|23|fem_a|Nbбѣлъка|1
бе́лкой|белкой|bělъkojǫ|27|fem_a|Nbбѣлъка|1
бе́лкою|белкою|bělъkojǫ|27|fem_a|Nbбѣлъка|1
бе́лками|белками|bělъkami|41|fem_a|Nbбѣлъка|1
бе́лках|белках|bělъkaxъ|40|fem_a|Nbбѣлъка|1
бережно|бережно|beržьno|0|non_infl|Dfбережьно|1
бе́режный||||adj_hard|A-бережьныи|0
бе́режное|бережное|beržьnoje|43|adj_hard|A-бережьныи|1
бе́режная|бережная|beržьnajǢ|22|adj_hard|A-бережьныи|1
бе́режные|бережные|beržьnyję̌|15|adj_hard|A-бережьныи|1
бе́режного|бережного|beržьnogo|3|adj_hard|A-бережьныи|1
бе́режной|бережной|beržьnъjь|1|adj_hard|A-бережьныи|1
бе́режных|бережных|beržьnyxъ|17|adj_hard|A-бережьныи|1
бе́режному|бережному|beržьnomu|4|adj_hard|A-бережьныи|1
бе́режным|бережным|beržьnymь|6|adj_hard|A-бережьныи|1
бе́режную|бережную|beržьnǫjǫ|23|adj_hard|A-бережьныи|1
бе́режною|бережною|beržьnojǫ|27|adj_hard|A-бережьныи|1
бе́режными|бережными|beržьnymi|20|adj_hard|A-бережьныи|1
бе́режном|бережном|beržьnomь|5|adj_hard|A-бережьныи|1
бе́режен|бережен|beržьnъ|7|adj_hard|A-бережьныи|1
бе́режно|бережно|beržьno|49|adj_hard|A-бережьныи|1
бе́режна|бережна|beržьna|8|adj_hard|A-бережьныи|1
бе́режны|бережны|beržьny|21|adj_hard|A-бережьныи|1
бесконе́чный||||adj_hard|A-бесконьчьныи|0
бесконе́чное|бесконечное|beskonьčьnoje|43|adj_hard|A-бесконьчьныи|1
бесконе́чная|бесконечная|beskonьčьnajǢ|22|adj_hard|A-бесконьчьныи|1
бесконе́чные|бесконечные|beskonьčьnyję̌|15|adj_hard|A-бесконьчьныи|1
бесконе́чного|бесконечного|beskonьčьnogo|3|adj_hard|A-бесконьчьныи|1
бесконе́чной|бесконечной|beskonьčьnъjь|1|adj_hard|A-бесконьчьныи|1
бесконе́чных|бесконечных|beskonьčьnyxъ|17|adj_hard|A-бесконьчьныи|1
бесконе́чному|бесконечному|beskonьčьnomu|4|adj_hard|A-бесконьчьныи|1
бесконе́чным|бесконечным|beskonьčьnymь|6|adj_hard|A-бесконьчьныи|1
бесконе́чную|бесконечную|beskonьčьnǫjǫ|23|adj_hard|A-бесконьчьныи|1
бесконе́чною|бесконечною|beskonьčьnojǫ|27|adj_hard|A-бесконьчьныи|1
бесконе́чными|бесконечными|beskonьčьnymi|20|adj_hard|A-бесконьчьныи|1
бесконе́чном|бесконечном|beskonьčьnomь|5|adj_hard|A-бесконьчьныи|1
бесконе́чен||||adj_hard|A-бесконьчьныи|0
бесконе́чно|бесконечно|beskonьčьno|49|adj_hard|A-бесконьчьныи|1
бесконе́чна|бесконечна|beskonьčьna|8|adj_hard|A-бесконьчьныи|1
бесконе́чны|бесконечны|beskonьčьny|21|adj_hard|A-бесконьчьныи|1
бесо́вский||||adj_hard|A-бѣсовьскыи|0
бесо́вское|бесовское|běsovьskoje|43|adj_hard|A-бѣсовьскыи|1
бесо́вская|бесовская|běsovьskajǢ|22|adj_hard|A-бѣсовьскыи|1
бесо́вские|бесовские|běsovьskyję̌|15|adj_hard|A-бѣсовьскыи|1
бесо́вского|бесовского|běsovьskogo|3|adj_hard|A-бѣсовьскыи|1
бесо́вской|бесовской|běsovьskъjь|1|adj_hard|A-бѣсовьскыи|1
бесо́вских|бесовских|běsovьskyxъ|17|adj_hard|A-бѣсовьскыи|1
бесо́вскому|бесовскому|běsovьskomu|4|adj_hard|A-бѣсовьскыи|1
бесо́вским|бесовским|běsovьskymь|6|adj_hard|A-бѣсовьскыи|1
бесо́вскую|бесовскую|běsovьskǫjǫ|23|adj_hard|A-бѣсовьскыи|1
бесо́вскою|бесовскою|běsovьskojǫ|27|adj_hard|A-бѣсовьскыи|1
бесо́вскими|бесовскими|běsovьskymi|20|adj_hard|A-бѣсовьскыи|1
бесо́вском|бесовском|běsovьskomь|5|adj_hard|A-бѣсовьскыи|1
беспрестанно|беспрестанно|besperstanьno|0|non_infl|Dfбеспрѣстаньно|1
бесце́нный||||adj_hard|A-бесцѣньныи|0
бесце́нное|бесценное|beskěnьnoje|43|adj_hard|A-бесцѣньныи|1
бесце́нная|бесценная|beskěnьnajǢ|22|adj_hard|A-бесцѣньныи|1
бесце́нные|бесценные|beskěnьnyję̌|15|adj_hard|A-бесцѣньныи|1
бесце́нного|бесценного|beskěnьnogo|3|adj_hard|A-бесцѣньныи|1
бесце́нной|бесценной|beskěnьnъjь|1|adj_hard|A-бесцѣньныи|1
бесце́нных|бесценных|beskěnьnyxъ|17|adj_hard|A-бесцѣньныи|1
бесце́нному|бесценному|beskěnьnomu|4|adj_hard|A-бесцѣньныи|1
бесце́нным|бесценным|beskěnьnymь|6|adj_hard|A-бесцѣньныи|1
бесце́нную|бесценную|beskěnьnǫjǫ|23|adj_hard|A-бесцѣньныи|1
бесце́нною|бесценною|beskěnьnojǫ|27|adj_hard|A-бесцѣньныи|1
бесце́нными|бесценными|beskěnьnymi|20|adj_hard|A-бесцѣньныи|1
бесце́нном|бесценном|beskěnьnomь|5|adj_hard|A-бесцѣньныи|1
