47,<wb>о
2264 1293 675,<wb>піс|мене|хь
5983 19 218,<wb>чрънорі|з|ца
780 982,<wb>хра|бъра
536,<wb>прѣжде
222,<wb>оубо
3097 126,<wb>словѣ|не
62,<wb>не
9960,<wb>імѣхѫ
11029,<wb>кнігъ
2052,<wb>нѫ
1849 8002,<wb>чръ|тамі
39,<wb>і
306 1696,<wb>рѣ|замі
354 319 187,<wb>чь|тѣ|хѫ
39,<wb>і
480 3167,<wb>га|таахѫ
3016 60,<wb>пога|ні
2021,<wb>сѫште
4059 2515,<wb>кръсті|вше
71,<wb>же
70,<wb>сѧ
5245 5532,<wb>рім|скамі
39,<wb>і
11520 123,<wb>гръчьскъі|мі
11526,<wb>пісменъі
2052 2046,<wb>нѫ|ждаахѫ
70,<wb>сѧ
11525,<wb>словѣнскъі
3750,<wb>рѣчь
8906,<wb>безь
6472 2905,<wb>оустрое|ніа
2052,<wb>нѫ
376,<wb>како
4050,<wb>можеть
70,<wb>сѧ
5775,<wb>пісаті
932,<wb>добрѣ
11520 123,<wb>гръчьскъі|мі
11526,<wb>пісменъі
443,<wb>бъ
518,<wb>ілі
920,<wb>жівотъ
518,<wb>ілі
760,<wb>зѣло
518,<wb>ілі
7348,<wb>црковь
518,<wb>ілі
567 3585,<wb>ча|аніе
518,<wb>ілі
5322 94,<wb>шіро|та
518,<wb>ілі
5982,<wb>ѣдь
518,<wb>ілі
641 270,<wb>ѫ|доу
518,<wb>ілі
1679 214,<wb>юно|сть
518,<wb>ілі
2890 138,<wb>ѫзъі|къ
39,<wb>і
39 1027,<wb>і|наа
8000 31 1027,<wb>под|б|наа
4404,<wb>сімь
39,<wb>і
311,<wb>тако
165 434,<wb>бѣ|шѫ
1022,<wb>многа
1791,<wb>лѣта
4892,<wb>потом
71,<wb>же
6957 182 11298,<wb>члко|лю|бецъ
443,<wb>бъ
2951 30 16,<wb>стро|ѫ|і
572,<wb>всѣ
39,<wb>і
62,<wb>не
2437 30,<wb>оставлѣ|ѫ
5709,<wb>члча
2009,<wb>рода
8906,<wb>безь
6037,<wb>разоума
2052,<wb>нѫ
2415,<wb>всѧ
150,<wb>къ
9959,<wb>разоумоу
6794 275,<wb>пріво|дѧ
39,<wb>і
2903 690,<wb>спсе|нію
5299 180,<wb>помілова|вь
1441,<wb>родъ
2314,<wb>члчь
4077,<wb>посла
2008,<wb>імь
251 58,<wb>ст|го
2050 163 3081 102,<wb>кон|ста|нті|на
5298,<wb>філософа
13642,<wb>наріцаемаго
3230 95 66,<wb>кі|рі|ла
1376,<wb>мѫжа
6369 102,<wb>правед|на
39,<wb>і
11522,<wb>істінна
39,<wb>і
261,<wb>сътворі
210,<wb>імъ
2197,<wb>л
4602,<wb>пісмена
39,<wb>і
5615,<wb>осмь
9905,<wb>ова
222,<wb>оубо
67,<wb>по
4794,<wb>чіноу
11520 675,<wb>гръчьскъі|хь
9956,<wb>пісменъ
9905,<wb>ова
71,<wb>же
67,<wb>по
13639 2524,<wb>словѣн|стѣі
5980,<wb>рѣчі
221,<wb>от
13638,<wb>пръваго
71,<wb>же
5609,<wb>наченъ
67,<wb>по
7345 795,<wb>гръчь|скоу
609,<wb>оні
222,<wb>оубо
1712 2347,<wb>ал|фа
77,<wb>а
75,<wb>съ
290,<wb>азъ
221,<wb>от
13749,<wb>аза
904 133,<wb>начѧ|ть
7579,<wb>обое
39,<wb>і
308,<wb>ѣкоже
609,<wb>оні
574 5979 82,<wb>подо|бль|ше
70,<wb>сѧ
3905 344 106,<wb>жідовь|скъі|мь
2264 1293 106,<wb>піс|мене|мь
261 434,<wb>сътворі|шѫ
311,<wb>тако
39,<wb>і
75,<wb>съ
11520 55,<wb>гръчьскъі|мъ
2569,<wb>жідове
112,<wb>бо
4719,<wb>пръвое
9863,<wb>пісмѧ
466 133,<wb>імѧ|ть
1463 15348,<wb>але|фь
295,<wb>еже
70,<wb>сѧ
11517,<wb>сказаеть
571 5028,<wb>оучі|неніе
11681 30 91,<wb>съвръша|ѫ|ште
5607 89 88,<wb>въво|ді|моу
11556,<wb>дѣтіштоу
39,<wb>і
441 91,<wb>глѧ|ште
571,<wb>оучі
70,<wb>сѧ
295,<wb>еже
715,<wb>есть
1463 15348,<wb>але|фь
39,<wb>і
1611 215,<wb>гръ|ці
11515 91,<wb>подобѧ|ште
70,<wb>сѧ
650,<wb>томоу
1712 2347,<wb>ал|фа
306 434,<wb>рѣ|шѫ
39,<wb>і
40 2187,<wb>с|подобі
70,<wb>сѧ
141 200,<wb>рече|ніе
3080 2905,<wb>сказа|ніа
9951,<wb>жідовьска
7345 795,<wb>гръчь|скоу
2890 273,<wb>ѫзъі|коу
105,<wb>да
8152,<wb>речеть
11556,<wb>дѣтіштоу
81,<wb>вь
10150,<wb>оученіа
707,<wb>мѣсто
3517,<wb>ішті
1712 2347,<wb>ал|фа
112,<wb>бо
39 116,<wb>і|ші
70,<wb>сѧ
8152,<wb>речеть
7345 8858,<wb>гръчь|скомь
2890 391,<wb>ѫзъі|комъ
5592,<wb>тѣм
112,<wb>бо
8000 2143,<wb>под|бѧ
70,<wb>сѧ
862,<wb>стъіі
3230 11514,<wb>кі|рілъ
1711,<wb>створі
4719,<wb>пръвое
9863,<wb>пісмѧ
695,<wb>азь
2052,<wb>нѫ
99,<wb>ѣко
39,<wb>і
638 63 88,<wb>пръ|во|моу
1610,<wb>сѫштоу
2264 2513,<wb>піс|мені
695,<wb>азь
39,<wb>і
221,<wb>от
422,<wb>ба
105 274,<wb>да|ноу
4402,<wb>родоу
13639 11513,<wb>словѣн|скомоу
68,<wb>на
1150 7880,<wb>отвръ|стіе
1409,<wb>оустъ
56,<wb>въ
2550,<wb>разоумъ
1408 166 14,<wb>оучѧ|шті|м
70,<wb>сѧ
710 13 11511,<wb>боу|к|вамъ
367 1543,<wb>велі|комь
234 728 48 2114,<wb>раз|дві|же|ніемь
1409,<wb>оустъ
2802 32,<wb>възгласі|т
70,<wb>сѧ
77,<wb>а
1254,<wb>она
4602,<wb>пісмена
14203,<wb>маломъ
234 728 48 2114,<wb>раз|дві|же|ніемь
1409,<wb>оустъ
1317 281 32,<wb>възгла|сѧ|т
70,<wb>сѧ
39,<wb>і
1031 30 32,<wb>ісповѣда|ѫ|т
70,<wb>сѧ
121,<wb>се
71,<wb>же
7385,<wb>сѫть
4602,<wb>пісмена
14200 3514,<wb>словѣнь|скаа
931,<wb>сіце
77,<wb>а
8000 334 1359,<wb>под|ба|еть
5775,<wb>пісаті
39,<wb>і
1375,<wb>глаті
77,<wb>а
49,<wb>б
41,<wb>в
65,<wb>г
2182,<wb>дроузіі
71,<wb>же
441 133,<wb>глѧ|ть
67,<wb>по
394,<wb>что
715,<wb>есть
2197,<wb>л
39,<wb>і
9956,<wb>пісменъ
5606,<wb>створілъ
77,<wb>а
4050,<wb>можеть
70,<wb>сѧ
39,<wb>і
296 10 8006,<wb>ме|н|шімь
485,<wb>того
5775,<wb>пісаті
308,<wb>ѣкоже
39,<wb>і
1611 215,<wb>гръ|ці
72,<wb>к
53,<wb>д
303 434 133,<wb>пі|шѫ|ть
39,<wb>і
62,<wb>не
11807,<wb>вѣдѧть
10388,<wb>коліцѣмь
303 434 133,<wb>пі|шѫ|ть
1611 215,<wb>гръ|ці
715,<wb>есть
112,<wb>бо
222,<wb>оубо
72,<wb>к
53,<wb>д
9956,<wb>пісменъ
2052,<wb>нѫ
62,<wb>не
4401 118 30 32,<wb>наплъ|нѣ|ѫ|т
70,<wb>сѧ
4400,<wb>тѣмі
2105,<wb>кнігъі
2052,<wb>нѫ
1906 74,<wb>пріложі|лі
419,<wb>сѫтъ
1526 7249 8798,<wb>дво|глас|нъіхь
5593,<wb>аі
39,<wb>і
56,<wb>въ
9173 9,<wb>чісмене|х
71,<wb>же
65,<wb>г
38 5,<wb>|s
50,<wb>е
39,<wb>і
1077,<wb>ѳ
612 11509,<wb>десѧ|тное
39,<wb>і
1077,<wb>ѳ
75 11509,<wb>съ|тное
39,<wb>і
2081 30 32,<wb>събіра|ѫ|т
70,<wb>сѧ
3515,<wb>іхь
2197,<wb>л
39,<wb>і
2888,<wb>тѣмже
67,<wb>по
650,<wb>томоу
8000 31 85,<wb>под|б|но
39,<wb>і
56,<wb>въ
13616,<wb>тьжде
1789,<wb>образъ
1711,<wb>створі
862,<wb>стъіі
3230 11514,<wb>кі|рілъ
2197,<wb>л
39,<wb>і
9956,<wb>пісменъ
2182,<wb>дроузіі
71,<wb>же
441 133,<wb>глѧ|ть
7989,<wb>чесомоу
71,<wb>же
7385,<wb>сѫть
11525,<wb>словѣнскъі
2105,<wb>кнігъі
122,<wb>ні
485,<wb>того
112,<wb>бо
715,<wb>есть
443,<wb>бъ
5606,<wb>створілъ
122,<wb>ні
176,<wb>то
714 5972,<wb>аг|глі
122,<wb>ні
7385,<wb>сѫть
1282,<wb>іжде
2050 60,<wb>кон|ні
99,<wb>ѣко
3905 344,<wb>жідовь|скъі
39,<wb>і
14800,<wb>рімскъі
39,<wb>і
1394 4241,<wb>елі|нскъі
1282,<wb>іжде
221,<wb>от
184 102,<wb>ко|на
7385,<wb>сѫть
39,<wb>і
90 30 289,<wb>прі|ѫ|тъі
7344,<wb>сѫт
4047,<wb>бмъ
77,<wb>а
2182,<wb>дроузіі
9114 133,<wb>мнѧ|ть
99,<wb>ѣко
443,<wb>бъ
489,<wb>намъ
715,<wb>есть
5606,<wb>створілъ
4602,<wb>пісмена
39,<wb>і
62,<wb>не
9943 32,<wb>вѣдѧ|т
70,<wb>сѧ
394,<wb>что
441 91,<wb>глѧ|ште
2529 1280 276,<wb>ока|ан|ніі
39,<wb>і
99,<wb>ѣко
1188 123,<wb>трі|мі
14991,<wb>ѫзъікъі
715,<wb>есть
443,<wb>бъ
13614,<wb>повелѣлъ
5973 55,<wb>кніга|мъ
503,<wb>бъіті
308,<wb>ѣкоже
56,<wb>въ
1523 5972,<wb>еу|глі
13073,<wb>пішеть
39,<wb>і
165,<wb>бѣ
497 384,<wb>дъ|ска
9082,<wb>напісана
3905 344,<wb>жідовь|скъі
39,<wb>і
14800,<wb>рімскъі
39,<wb>і
1394 4241,<wb>елі|нскъі
77,<wb>а
11525,<wb>словѣнскъі
1467,<wb>нѣс
390,<wb>тоу
5592,<wb>тѣм
71,<wb>же
327,<wb>нѣ
7385,<wb>сѫть
11525 30,<wb>словѣнскъі|ѫ
2105,<wb>кнігъі
221,<wb>от
422,<wb>ба
150,<wb>къ
1347,<wb>тѣмь
394,<wb>что
948 106,<wb>гле|мь
518,<wb>ілі
394,<wb>что
80 83 106,<wb>р|че|мь
150,<wb>къ
373 5588,<wb>та|цѣмь
2104 123 726,<wb>безоу|мі|емь
1245,<wb>обаче
5604,<wb>речемъ
221,<wb>от
251 675,<wb>ст|хь
11029,<wb>кнігъ
308,<wb>ѣкоже
1270 8934,<wb>наоучі|хом
70,<wb>сѧ
99,<wb>ѣко
572,<wb>всѣ
67,<wb>по
5603,<wb>рѧдоу
861 13597,<wb>бъіва|ѫть
221,<wb>от
422,<wb>ба
77,<wb>а
62,<wb>не
999 28 151 30,<wb>іно|г|до|ѫ
3744,<wb>нѣсть
112,<wb>бо
443,<wb>бъ
5606,<wb>створілъ
9951,<wb>жідовьска
2890 134,<wb>ѫзъі|ка
536,<wb>прѣжде
122,<wb>ні
5245 384,<wb>рім|ска
122,<wb>ні
12798 4625,<wb>еллі|ньска
2052,<wb>нѫ
159 21 344,<wb>сі|р|скъі
1948,<wb>імже
39,<wb>і
5970,<wb>адамъ
130,<wb>гла
39,<wb>і
221,<wb>от
4274,<wb>адама
156,<wb>до
7986,<wb>потопа
39,<wb>і
221,<wb>от
7986,<wb>потопа
2419,<wb>дондеже
443,<wb>бъ
4603,<wb>раздѣлі
14991,<wb>ѫзъікъі
90,<wb>прі
251 153 169 2327 276,<wb>ст|ль|по|творе|ніі
308,<wb>ѣкоже
13073,<wb>пішеть
7423 7341 14,<wb>размѣ|шено|м
71,<wb>же
11924 106,<wb>бъівше|мь
2890 391,<wb>ѫзъі|комъ
39,<wb>і
308,<wb>ѣкоже
70,<wb>сѧ
2890 215,<wb>ѫзъі|ці
7423 129 434,<wb>размѣ|сі|шѫ
311,<wb>тако
39,<wb>і
5969 111,<wb>нра|ві
39,<wb>і
1751 11,<wb>объіча|е
39,<wb>і
5237,<wb>оуставі
39,<wb>і
525 60,<wb>зако|ні
39,<wb>і
13609,<wb>хъітрості
68,<wb>на
14991,<wb>ѫзъікъі
50 2082 6362 13607,<wb>е|гі|птѣ|ном
71,<wb>же
291 206 4398 5968,<wb>зе|ме|лмѣ|реніе
77,<wb>а
6782 1093,<wb>пер|сомъ
39,<wb>і
13606 79 1321,<wb>хал|де|омъ
39,<wb>і
77 129 174 1321,<wb>а|сі|ре|омъ
3054 151 6852 200,<wb>звѣз|до|чьте|ніе
1693 2 9939,<wb>вль|ш|веніе
5624 3837,<wb>враче|ваніе
567 3537 2905,<wb>ча|рова|ніа
39,<wb>і
572,<wb>всѣ
9938,<wb>хъітрость
5709,<wb>члча
1109 63 14,<wb>жідо|во|м
71,<wb>же
490 30,<wb>стъі|ѫ
2105,<wb>кнігъі
81,<wb>вь
14268,<wb>ніхже
715,<wb>есть
2141,<wb>пісано
99,<wb>ѣко
443,<wb>бъ
2140,<wb>нбо
1711,<wb>створі
39,<wb>і
1485,<wb>землѧ
39,<wb>і
572,<wb>всѣ
494,<wb>ѣже
68,<wb>на
1079,<wb>неі
39,<wb>і
2316,<wb>члка
39,<wb>і
572,<wb>всѣ
67,<wb>по
5603,<wb>рѧдоу
308,<wb>ѣкоже
13073,<wb>пішеть
15694,<wb>еліномъ
9937 8853,<wb>граматі|кіѧ
14877 95 8853,<wb>ріто|рі|кіѧ
13032 30,<wb>філософі|ѫ
2052,<wb>нѫ
536,<wb>прѣжде
387,<wb>сего
13605,<wb>елліні
62,<wb>не
9960,<wb>імѣхѫ
725,<wb>своімъ
2890 1543,<wb>ѫзъі|комь
2264 3422,<wb>піс|мен
2052,<wb>нѫ
757 2385 344 123,<wb>фі|нічь|скъі|мі
11526,<wb>пісменъі
979 187,<wb>піса|хѫ
149 30,<wb>сво|ѫ
159,<wb>сі
3750,<wb>рѣчь
39,<wb>і
311,<wb>тако
165 434,<wb>бѣ|шѫ
1022,<wb>многа
1791,<wb>лѣта
198 2808 188,<wb>па|намі|дь
71,<wb>же
4612,<wb>послѣжде
872,<wb>прішедъ
5609,<wb>наченъ
221,<wb>от
1712 20 46,<wb>ал|ф|ъі
39,<wb>і
167 289,<wb>ві|тъі
38 5 16,<wb>|s|і
9956,<wb>пісменъ
1644,<wb>тъкмо
12798 687,<wb>еллі|номъ
1128,<wb>обрѣте
3414,<wb>прѣложі
71,<wb>же
210,<wb>імъ
332 188 55,<wb>ка|дь|мъ
195 74 1481,<wb>мі|лі|сіі
4602,<wb>пісмена
65,<wb>г
5592,<wb>тѣм
71,<wb>же
1022,<wb>многа
1791,<wb>лѣта
1077 16,<wb>ѳ|і
11526,<wb>пісменъі
979 216,<wb>піса|ахѫ
39,<wb>і
3900,<wb>потомъ
796 60 113,<wb>сімо|ні|дъ
1501,<wb>обрѣтъ
1906,<wb>пріложі
3469,<wb>двѣ
2264 2513,<wb>піс|мені
4415 432 606,<wb>епі|ха|ріі
71,<wb>же
3080 1319,<wb>сказа|тель
65,<wb>г
4602,<wb>пісмена
1128,<wb>обрѣте
39,<wb>і
2805,<wb>събра
70,<wb>сѧ
3515,<wb>іхь
72,<wb>к
53,<wb>д
67,<wb>по
1613 9,<wb>мнозѣ|х
71,<wb>же
7270 675,<wb>лѣтѣ|хь
6247 60 173,<wb>діо|ні|съ
9937 138,<wb>граматі|къ
38 5,<wb>|s
1526 7249 8798,<wb>дво|глас|нъіхь
1128,<wb>обрѣте
4892,<wb>потом
71,<wb>же
3013,<wb>дроугъіі
50,<wb>е
39,<wb>і
3013,<wb>дроугъіі
65,<wb>г
6779 2513 94 17,<wb>чіс|мені|та|а
39,<wb>і
311,<wb>тако
899,<wb>мнозі
823 123,<wb>многъі|мі
13599,<wb>лѣтъі
5596,<wb>едва
2805 434,<wb>събра|шѫ
2197,<wb>л
39,<wb>і
9956,<wb>пісменъ
4892,<wb>потом
71,<wb>же
2471,<wb>многомъ
9936,<wb>лѣтомъ
3925 15078,<wb>мінѫ|вшемъ
5965,<wb>бжіемъ
449 2114,<wb>повелѣ|ніемь
1128,<wb>обрѣте
70,<wb>сѧ
47,<wb>о
2545,<wb>мѫжъ
227,<wb>іже
3414 434,<wb>прѣложі|шѫ
221,<wb>от
2943 3514,<wb>жідовъ|скаа
68,<wb>на
7345 1258,<wb>гръчь|скъіі
2890 138,<wb>ѫзъі|къ
77,<wb>а
11525 30,<wb>словѣнскъі|ѫ
2105,<wb>кнігъі
438,<wb>едінъ
862,<wb>стъіі
4396 98,<wb>костанті|нъ
11495,<wb>наріцаемъіі
3230 11514,<wb>кі|рілъ
39,<wb>і
4602,<wb>пісмена
1711,<wb>створі
39,<wb>і
2105,<wb>кнігъі
3414,<wb>прѣложі
56,<wb>въ
2027 675,<wb>малѣ|хь
7270 675,<wb>лѣтѣ|хь
77,<wb>а
609,<wb>оні
899,<wb>мнозі
823,<wb>многъі
13599,<wb>лѣтъі
100,<wb>з
3515,<wb>іхь
4602,<wb>пісмена
3474,<wb>оустроі
77,<wb>а
47,<wb>о
127 12864,<wb>прѣ|ложеніе
5592,<wb>тѣм
71,<wb>же
13639 3514,<wb>словѣн|скаа
4602,<wb>пісмена
2423 6299,<wb>стѣ|іші
7344,<wb>сѫт
39,<wb>і
9187 11443,<wb>чьст|нѣіша
2647,<wb>сть
112,<wb>бо
2545,<wb>мѫжъ
5606,<wb>створілъ
78,<wb>ѣ
430,<wb>ес
77,<wb>а
7345 3514,<wb>гръчь|скаа
13605,<wb>елліні
3016 60,<wb>пога|ні
201,<wb>аште
178,<wb>лі
523,<wb>кто
8152,<wb>речеть
99,<wb>ѣко
1467,<wb>нѣс
3474 137,<wb>оустроі|лъ
932,<wb>добрѣ
1225,<wb>понеже
70,<wb>сѧ
1910 33 13597,<wb>постра|ѣ|ѫть
39,<wb>і
836,<wb>еште
221 1945,<wb>от|вѣтъ
141 106,<wb>рече|мь
4404,<wb>сімь
39,<wb>і
11520,<wb>гръчьскъі
964,<wb>такожде
1022 1672,<wb>многа|жді
7385,<wb>сѫть
1910 33 74,<wb>постра|ѣ|лі
77 1423 36 66,<wb>а|кі|л|ла
